timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
3 2 3 0.398954394041818 0.0010456059581820387
25 6 15 0.37279984508764424 0.02720015491235578
28 7 12 0.3896488855634191 0.010351114436580933
29 7 12 0.3685458252679238 0.031454174732076234
30 5 12 0.39522441851987766 0.0047755814801223595
30 7 12 0.3540878899283194 0.04591211007168061
31 7 12 0.3454107043862613 0.05458929561373871
32 4 12 0.35792032994060213 0.04207967005939789
32 7 12 0.3704026052505062 0.0295973947494938
33 4 12 0.35994972233400824 0.040050277665991785
35 2 5 0.39245275312661465 0.0075472468733853715
36 2 5 0.38929096513718797 0.01070903486281205
