pedestrianId simTime endTime-PID1 startX-PID1 startY-PID1 endX-PID1 endY-PID1 targetId-PID2
1 0.4 0.9295771921308363 1.201 7.401 1.339074907004027 6.617938290162653 1
2 0.4 0.9325630742156831 1.6030000000000002 7.401 2.0197208233778667 6.679218361337599 1
3 0.4 0.9187314656332478 2.005 7.401 2.595005087495177 6.905926948690078 1
4 0.4 1.098763767905571 2.407 7.401 1.730363423145706 7.154724426609262 1
5 0.4 1.0475784373280177 2.809 7.401 3.1755150883823626 6.76617724518115 1
6 0.4 0.9807291418412607 3.2110000000000003 7.401 4.060657998637997 7.091749779189574 1
7 0.4 1.0535447108479326 3.613 7.401 4.2584069469270185 7.635908917670061 1
8 0.4 1.0334475053563723 1.201 7.803 0.8532198380206015 7.200627089587148 1
9 0.4 1.0257420295022424 1.6030000000000002 7.803 0.9964194480678692 7.58222273441194 1
10 0.4 0.888628023923166 2.005 7.803 2.5483171782256884 7.347102756138544 1
11 0.4 1.1055302560381337 2.407 7.803 3.005436242553517 7.300852369590226 1
12 0.4 0.9680568489628932 2.809 7.803 3.3990280812668727 7.307907654624729 1
13 0.4 1.0167869003615666 3.2110000000000003 7.803 3.2110000000000003 7.803 1
14 0.4 0.9824099921304398 3.613 7.803 4.223906265353846 8.315611221942302 1
15 0.4 1.1443388976603497 1.201 8.205 0.8231795450105506 8.859404224180517 1
16 0.4 1.0806838591391912 1.6030000000000002 8.205 1.9525709340196042 7.599525381428738 1
17 0.4 1.0210669770949439 2.005 8.205 1.3102024841443771 7.952114385386453 1
18 0.4 0.9797777617766107 2.407 8.205 2.8139458742316403 8.909850930099736 1
19 0.4 0.9829642462185787 2.809 8.205 3.4767961656938438 8.765347516335305 1
20 0.4 1.0023529242768738 3.2110000000000003 8.205 3.7656192786471747 7.739619167843347 1
21 0.4 1.1239441502630148 3.613 8.205 3.964491301148508 8.81380079200771 1
22 0.4 1.0010010912912444 1.201 8.607 1.5924956236255434 9.285090311060303 1
23 0.4 1.0007120175349529 1.6030000000000002 8.607 2.161820636155129 9.07590618969202 1
24 0.4 1.0239856062096224 2.005 8.607 2.570968206244477 8.132096286882192 1
25 0.4 0.9347326056986256 2.407 8.607 2.8429298110751766 9.362052581316107 1
10 0.888628023923166 1.3772560478463318 2.5483171782256884 7.347102756138544 2.193692075788059 7.961331451199836 1
3 0.9187314656332478 1.4374629312664955 2.595005087495177 6.905926948690078 2.9801035584748434 6.238916831036207 1
1 0.9295771921308363 1.4591543842616725 1.339074907004027 6.617938290162653 1.7366457564628248 5.929325379291698 1
2 0.9325630742156831 1.465126148431366 2.0197208233778667 6.679218361337599 2.4364416467557337 5.957436722675197 1
25 0.9347326056986256 1.4694652113972513 2.8429298110751766 9.362052581316107 3.5108130298032663 9.92247314382034 1
12 0.9680568489628932 1.5361136979257863 3.3990280812668727 7.307907654624729 3.7841415603651294 6.640871542146933 1
18 0.9797777617766107 1.5595555235532212 2.8139458742316403 8.909850930099736 2.9552766931704406 9.711377834099038 1
6 0.9807291418412607 1.5614582836825215 4.060657998637997 7.091749779189574 4.964845154994922 7.091749779189574 1
14 0.9824099921304398 1.5648199842608794 4.223906265353846 8.315611221942302 5.021387757245516 8.315611221942302 1
19 0.9829642462185787 1.5659284924371573 3.4767961656938438 8.765347516335305 4.144592331387687 9.32569503267061 1
23 1.0007120175349529 1.6014240350699058 2.161820636155129 9.07590618969202 2.891309168021335 9.07590618969202 1
22 1.0010010912912444 1.6020021825824886 1.5924956236255434 9.285090311060303 1.9839912472510868 9.963180622120607 1
20 1.0023529242768738 1.6047058485537478 3.7656192786471747 7.739619167843347 4.320238557294349 8.205 1
13 1.0167869003615666 1.6335738007231333 3.2110000000000003 7.803 3.5911089076979614 8.461367940542377 1
17 1.0210669770949439 1.6421339541898878 1.3102024841443771 7.952114385386453 1.679896520516894 8.59244323963887 1
24 1.0239856062096224 1.647971212419245 2.570968206244477 8.132096286882192 3.2652309892782942 7.879405299099067 1
9 1.0257420295022424 1.6514840590044848 0.9964194480678692 7.58222273441194 1.1085110034566108 8.21792553462078 1
8 1.0334475053563723 1.6668950107127447 0.8532198380206015 7.200627089587148 1.2009999999999998 6.598254179174297 1
5 1.0475784373280177 1.6951568746560355 3.1755150883823626 6.76617724518115 3.7370487819315024 7.237359960331849 1
7 1.0535447108479326 1.7070894216958652 4.2584069469270185 7.635908917670061 4.945234674048292 7.635908917670061 1
16 1.0806838591391912 1.7613677182783825 1.9525709340196042 7.599525381428738 2.488144676982861 7.1501256512400335 1
4 1.098763767905571 1.797527535811142 1.730363423145706 7.154724426609262 1.730363423145706 7.154724426609262 1
11 1.1055302560381337 1.8110605120762675 3.005436242553517 7.300852369590226 3.005436242553517 7.300852369590226 1
21 1.1239441502630148 1.8478883005260296 3.964491301148508 8.81380079200771 4.62507886506789 9.054235002400787 1
15 1.1443388976603497 1.8886777953206995 0.8231795450105506 8.859404224180517 1.2010000000000003 9.513808448361035 1
10 1.3772560478463318 1.8658840717694978 2.193692075788059 7.961331451199836 2.7370092540137474 8.417228695061292 1
3 1.4374629312664955 1.9561943968997433 2.9801035584748434 6.238916831036207 3.5701086459700204 5.7438437797262845 1
1 1.4591543842616725 1.9887315763925089 1.7366457564628248 5.929325379291698 2.1342166059216225 5.240712468420743 1
2 1.465126148431366 1.997689222647049 2.4364416467557337 5.957436722675197 3.219620612067752 6.242490554152175 1
25 1.4694652113972513 2.0041978170958767 3.5108130298032663 9.92247314382034 4.330093083099143 10.220666696748067 1
12 1.5361136979257863 2.1041705468886795 3.7841415603651294 6.640871542146933 4.507918149312769 6.377438407511267 1
18 1.5595555235532212 2.139333285329832 2.9552766931704406 9.711377834099038 3.362222567402081 10.416228764198774 1
6 1.5614582836825215 2.1421874255237823 4.964845154994922 7.091749779189574 5.869032311351848 7.091749779189574 1
14 1.5648199842608794 2.147229976391319 5.021387757245516 8.315611221942302 5.818869249137186 8.315611221942302 1
19 1.5659284924371573 2.1488927386557357 4.144592331387687 9.32569503267061 4.963765598328499 9.623849718543669 1
23 1.6014240350699058 2.2021360526048586 2.891309168021335 9.07590618969202 3.5768041583639554 9.325405961915331 1
22 1.6020021825824886 2.203003273873733 1.9839912472510868 9.963180622120607 2.7197623444328873 9.695381843513045 1
20 1.6047058485537478 2.2070587728306217 4.320238557294349 8.205 5.00057981969994 8.452623968658727 1
13 1.6335738007231333 2.2503607010846998 3.5911089076979614 8.461367940542377 4.305479979015493 8.201358134361938 1
17 1.6421339541898878 2.263200931284832 1.679896520516894 8.59244323963887 2.246300644951678 9.067712731549387 1
24 1.647971212419245 2.2719568186288672 3.2652309892782942 7.879405299099067 3.8311991955227716 8.354309012216873 1
9 1.6514840590044848 2.277226088506727 1.1085110034566108 8.21792553462078 1.7540205440389554 8.21792553462078 1
8 1.6668950107127447 2.300342516069117 1.2009999999999998 6.598254179174297 1.7338301210226719 6.151156621144027 1
5 1.6951568746560355 2.342735311984053 3.7370487819315024 7.237359960331849 4.470078958696227 7.237359960331849 1
7 1.7070894216958652 2.360634132543798 4.945234674048292 7.635908917670061 5.6320624011695655 7.635908917670061 1
16 1.7613677182783825 2.4420515774175735 2.488144676982861 7.1501256512400335 3.14512313126178 6.9110050493282875 1
4 1.797527535811142 2.496291303716713 1.730363423145706 7.154724426609262 2.407 7.401 1
11 1.8110605120762675 2.5165907681144013 3.005436242553517 7.300852369590226 3.7866392757834975 7.300852369590226 1
21 1.8478883005260296 2.5718324507890444 4.62507886506789 9.054235002400787 5.328061467364906 9.054235002400787 1
10 1.8658840717694978 2.3545120956926637 2.7370092540137474 8.417228695061292 3.280326432239436 7.961331451199836 1
15 1.8886777953206995 2.633016692981049 1.2010000000000003 9.513808448361035 1.779854520082704 9.999525062667733 1
3 1.9561943968997433 2.474925862532991 3.5701086459700204 5.7438437797262845 4.293857028881078 5.480420911248361 1
1 1.9887315763925089 2.518308768523345 2.1342166059216225 5.240712468420743 2.929358304839218 5.240712468420743 1
2 1.997689222647049 2.530252296862732 3.219620612067752 6.242490554152175 4.053062258823485 6.242490554152175 1
25 2.0041978170958767 2.538930422794502 4.330093083099143 10.220666696748067 5.14937313639502 10.518860249675793 1
12 2.1041705468886795 2.6722273958515728 4.507918149312769 6.377438407511267 5.278145107509283 6.377438407511267 1
18 2.139333285329832 2.7191110471064426 3.362222567402081 10.416228764198774 4.1761143158653615 10.416228764198774 1
6 2.1421874255237823 2.722916567365043 5.869032311351848 7.091749779189574 6.773219467708774 7.091749779189574 1
14 2.147229976391319 2.729639968521759 5.818869249137186 8.315611221942302 6.616350741028856 8.315611221942302 1
19 2.1488927386557357 2.731856984874314 4.963765598328499 9.623849718543669 5.835511580813389 9.623849718543669 1
23 2.2021360526048586 2.8028480701398113 3.5768041583639554 9.325405961915331 4.306292690230162 9.325405961915331 1
22 2.203003273873733 2.8040043651649773 2.7197623444328873 9.695381843513045 3.502753591683974 9.695381843513045 1
20 2.2070587728306217 2.8094116971074956 5.00057981969994 8.452623968658727 5.724583868850172 8.452623968658727 1
13 2.2503607010846998 2.8671476014462662 4.305479979015493 8.201358134361938 5.065697794411415 8.201358134361938 1
17 2.263200931284832 2.8842679083797758 2.246300644951678 9.067712731549387 2.985688717696712 9.067712731549387 1
24 2.2719568186288672 2.8959424248384895 3.8311991955227716 8.354309012216873 4.570018217484627 8.354309012216873 1
9 2.277226088506727 2.9029681180089693 1.7540205440389554 8.21792553462078 2.360601095971086 8.43870280020884 1
8 2.300342516069117 2.933790021425489 1.7338301210226719 6.151156621144027 2.4293904449814683 6.151156621144027 1
5 2.342735311984053 2.9903137493120706 4.470078958696227 7.237359960331849 5.203109135460952 7.237359960331849 1
10 2.3545120956926637 2.8431401196158297 3.280326432239436 7.961331451199836 3.8236436104651244 8.417228695061292 1
7 2.360634132543798 3.0141788433917305 5.6320624011695655 7.635908917670061 6.2774693480965835 7.401 1
16 2.4420515774175735 3.1227354365567646 3.14512313126178 6.9110050493282875 3.494694065281384 6.305530430757026 1
3 2.474925862532991 2.993657328166239 4.293857028881078 5.480420911248361 5.064053970840411 5.480420911248361 1
4 2.496291303716713 3.195055071622284 2.407 7.401 3.0836365768542944 7.647275573390738 1
11 2.5165907681144013 3.222121024152535 3.7866392757834975 7.300852369590226 4.5678423090134785 7.300852369590226 1
1 2.518308768523345 3.0478859606541815 2.929358304839218 5.240712468420743 3.7245000037568134 5.240712468420743 1
2 2.530252296862732 3.062815371078415 4.053062258823485 6.242490554152175 4.836241224135503 5.957436722675197 1
25 2.538930422794502 3.0736630284931277 5.14937313639502 10.518860249675793 5.968653189690897 10.81705380260352 1
21 2.5718324507890444 3.2957766010520593 5.328061467364906 9.054235002400787 6.031044069661922 9.054235002400787 1
15 2.633016692981049 3.3773555906413986 1.779854520082704 9.999525062667733 2.4899247071538246 10.257969475001454 1
12 2.6722273958515728 3.240284244814466 5.278145107509283 6.377438407511267 6.048372065705796 6.377438407511267 1
18 2.7191110471064426 3.2988888088830532 4.1761143158653615 10.416228764198774 4.990006064328642 10.416228764198774 1
6 2.722916567365043 3.303645709206304 6.773219467708774 7.091749779189574 7.622877466346772 7.400999999999999 1
14 2.729639968521759 3.3120499606521987 6.616350741028856 8.315611221942302 7.365738214172795 8.58836595609866 1
19 2.731856984874314 3.3148212310928926 5.835511580813389 9.623849718543669 6.654684847754201 9.922004404416727 1
23 2.8028480701398113 3.403560087674764 4.306292690230162 9.325405961915331 5.035781222096368 9.325405961915331 1
22 2.8040043651649773 3.4050054564562213 3.502753591683974 9.695381843513045 4.28574483893506 9.695381843513045 1
20 2.8094116971074956 3.4117646213843695 5.724583868850172 8.452623968658727 6.404925131255763 8.205 1
10 2.8431401196158297 3.3317681435389956 3.8236436104651244 8.417228695061292 3.8236436104651244 8.417228695061292 1
13 2.8671476014462662 3.4839345018078327 5.065697794411415 8.201358134361938 5.825915609807337 8.201358134361938 1
17 2.8842679083797758 3.5053348854747197 2.985688717696712 9.067712731549387 3.5520928421314957 9.542982223459903 1
24 2.8959424248384895 3.519928031048112 4.570018217484627 8.354309012216873 5.308837239446482 8.354309012216873 1
9 2.9029681180089693 3.5287101475112115 2.360601095971086 8.43870280020884 2.8550900925144758 8.853628334829622 1
8 2.933790021425489 3.5672375267818612 2.4293904449814683 6.151156621144027 2.7771706069608664 6.753529531556879 1
5 2.9903137493120706 3.637892186640088 5.203109135460952 7.237359960331849 5.891932183380154 6.9866488742127375 1
3 2.993657328166239 3.5123887937994867 5.064053970840411 5.480420911248361 5.834250912799744 5.480420911248361 1
7 3.0141788433917305 3.667723554239663 6.2774693480965835 7.401 6.922876295023602 7.166091082329938 1
1 3.0478859606541815 3.577463152785018 3.7245000037568134 5.240712468420743 4.471688790708848 4.9687579905927315 1
2 3.062815371078415 3.5953784452940982 4.836241224135503 5.957436722675197 5.25296204751337 6.679218361337599 1
25 3.0736630284931277 3.608395634191753 5.968653189690897 10.81705380260352 6.7879332429867745 11.115247355531245 1
16 3.1227354365567646 3.8034192956959556 3.494694065281384 6.305530430757026 4.1938359333205915 6.305530430757026 1
4 3.195055071622284 3.893818839527855 3.0836365768542944 7.647275573390738 3.7602731537085883 7.400999999999999 1
11 3.222121024152535 3.927651280190669 4.5678423090134785 7.300852369590226 5.30193303467526 7.568039542981991 1
12 3.240284244814466 3.808341093777359 6.048372065705796 6.377438407511267 6.772148654653436 6.114005272875601 1
21 3.2957766010520593 4.019720751315074 6.031044069661922 9.054235002400787 6.734026671958938 9.054235002400787 1
18 3.2988888088830532 3.878666570659664 4.990006064328642 10.416228764198774 5.803897812791923 10.416228764198774 1
6 3.303645709206304 3.8843748510475646 7.622877466346772 7.400999999999999 8.47253546498477 7.7102502208104235 1
14 3.3120499606521987 3.8944599527826385 7.365738214172795 8.58836595609866 8.115125687316736 8.861120690255017 1
19 3.3148212310928926 3.897785477311471 6.654684847754201 9.922004404416727 7.526430830239089 9.922004404416727 1
10 3.3317681435389956 3.8203961674621616 3.8236436104651244 8.417228695061292 4.532893815340383 8.417228695061292 1
15 3.3773555906413986 4.121694488301748 2.4899247071538246 10.257969475001454 3.199994894224945 10.516413887335176 1
23 3.403560087674764 4.004272105209717 5.035781222096368 9.325405961915331 5.765269753962574 9.325405961915331 1
22 3.4050054564562213 4.006006547747465 4.28574483893506 9.695381843513045 5.021515936116861 9.963180622120607 1
20 3.4117646213843695 4.014117545661243 6.404925131255763 8.205 7.128929180405995 8.205 1
13 3.4839345018078327 4.100721402169399 5.825915609807337 8.201358134361938 6.5402866811248686 7.941348328181497 1
17 3.5053348854747197 4.126401862569663 3.5520928421314957 9.542982223459903 4.291480914876529 9.542982223459903 1
3 3.5123887937994867 4.031120259432734 5.834250912799744 5.480420911248361 6.557999295710802 5.216998042770437 1
24 3.519928031048112 4.143913637257734 5.308837239446482 8.354309012216873 6.047656261408337 8.354309012216873 1
9 3.5287101475112115 4.154452177013454 2.8550900925144758 8.853628334829622 3.50059963309682 8.853628334829622 1
8 3.5672375267818612 4.200685032138233 2.7771706069608664 6.753529531556879 3.3100007279835384 6.306431973526609 1
1 3.577463152785018 4.107040344915854 4.471688790708848 4.9687579905927315 5.218877577660883 5.240712468420743 1
2 3.5953784452940982 4.127941519509781 5.25296204751337 6.679218361337599 5.891415389674529 6.143492397406267 1
25 3.608395634191753 4.143128239890379 6.7879332429867745 11.115247355531245 7.659792865137127 11.115247355531245 1
5 3.637892186640088 4.285470623968106 5.891932183380154 6.9866488742127375 5.891932183380154 6.9866488742127375 1
7 3.667723554239663 4.321268265087595 6.922876295023602 7.166091082329938 7.609704022144875 7.166091082329938 1
16 3.8034192956959556 4.484103154835147 4.1938359333205915 6.305530430757026 4.8508143875995104 6.544651032668772 1
12 3.808341093777359 4.376397942740253 6.772148654653436 6.114005272875601 7.542375612849949 6.114005272875601 1
10 3.8203961674621616 4.309024191385328 4.532893815340383 8.417228695061292 5.199370999152558 8.659806551786488 1
