timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
17 2 3 0.3580056717920654 0.04199432820793464
17 8 10 0.3956677755469604 0.0043322244530396015
18 2 3 0.33741747734659944 0.06258252265340059
18 3 4 0.39311270408714005 0.00688729591285997
18 8 10 0.3938797724085492 0.006120227591450811
19 2 3 0.3234890178947003 0.07651098210529972
19 3 4 0.3840735437793803 0.015926456220619722
19 7 8 0.39758476817380367 0.0024152318261963512
19 8 10 0.3968928276386 0.0031071723614000124
20 1 4 0.3980859602003995 0.001914039799600531
20 2 3 0.3213857387136481 0.0786142612863519
20 3 4 0.3790729404581212 0.020927059541878845
20 7 8 0.39769835603792814 0.0023016439620718865
21 1 4 0.39501180008464853 0.004988199915351488
21 1 5 0.39679947045807235 0.003200529541927677
21 2 3 0.3255621577691931 0.0744378422308069
21 3 4 0.37579461684599313 0.024205383154006888
21 7 8 0.3992942002537494 7.057997462506238E-4
22 1 4 0.3932179522982078 0.006782047701792249
22 1 5 0.3943166484055388 0.005683351594461206
22 2 3 0.33047723365182163 0.06952276634817839
22 3 4 0.3734553368236949 0.026544663176305106
22 8 10 0.3995242746540072 4.757253459928279E-4
23 1 4 0.392718046655327 0.00728195334467302
23 1 5 0.3925826711065208 0.007417328893479236
23 2 3 0.31802884142907956 0.08197115857092047
23 3 4 0.37230645099924525 0.02769354900075477
23 7 8 0.39993818204537823 6.181795462179007E-5
23 8 10 0.39903504806527806 9.649519347219582E-4
24 1 4 0.3947718407447454 0.005228159255254605
24 1 5 0.3917283647566427 0.008271635243357334
24 2 3 0.299618856903893 0.10038114309610702
24 3 4 0.37496149180557625 0.02503850819442377
24 7 8 0.39959794925335435 4.0205074664567686E-4
25 1 5 0.39290081659241494 0.007099183407585086
25 2 3 0.32312958542712683 0.07687041457287319
25 3 4 0.38720270716404936 0.012797292835950658
27 8 10 0.395282232580168 0.004717767419832042
28 8 10 0.3885380619783124 0.011461938021687601
29 3 10 0.37134449883631515 0.02865550116368487
29 7 8 0.39574695816275873 0.004253041837241289
29 8 10 0.3849316710369343 0.015068328963065702
30 3 10 0.3587599458483475 0.04124005415165255
30 7 8 0.39265707702252406 0.007342922977475963
30 8 10 0.38859559696187934 0.01140440303812068
31 3 4 0.3894624443984705 0.010537555601529525
31 3 10 0.35264159419035046 0.04735840580964956
31 7 8 0.3880630435270728 0.011936956472927196
31 8 10 0.34687987155751104 0.05312012844248898
32 3 4 0.36418375019024074 0.03581624980975928
32 3 10 0.3433344708566126 0.056665529143387405
32 7 8 0.3812642051093998 0.018735794890600233
32 8 10 0.3558119231890689 0.04418807681093112
33 3 4 0.39649145721656176 0.003508542783438262
33 3 10 0.3361463060706079 0.06385369392939211
33 7 8 0.3772179050731974 0.02278209492680261
33 8 10 0.3645581012051921 0.03544189879480791
34 3 10 0.3331113463055915 0.0668886536944085
34 7 8 0.3763020337501082 0.023697966249891844
34 8 10 0.36822573353825105 0.03177426646174897
35 3 10 0.33673949735058295 0.06326050264941707
35 7 8 0.37783210659299366 0.022167893407006367
35 8 10 0.36774296754730823 0.03225703245269179
36 3 10 0.34650933265927863 0.05349066734072139
36 7 8 0.3809852656770253 0.019014734322974736
36 8 10 0.3712770573823278 0.02872294261767222
37 1 3 0.3884357076749207 0.011564292325079328
37 3 10 0.37538592985627467 0.024614070143725353
37 7 8 0.38355549317475807 0.016444506825241956
37 8 10 0.371263359129554 0.02873664087044603
38 3 10 0.3262419466610571 0.07375805333894292
38 7 8 0.38710656607042043 0.01289343392957959
38 8 10 0.3746652284687713 0.025334771531228706
39 3 10 0.35617125337681566 0.04382874662318437
39 7 8 0.39153067799047325 0.00846932200952677
39 8 10 0.3465584655306907 0.053441534469309326
40 3 10 0.37488231557557955 0.025117684424420472
40 7 8 0.3904772254361522 0.009522774563847813
40 8 10 0.33058447168149685 0.06941552831850317
41 3 10 0.38721143401086155 0.012788565989138467
41 7 8 0.38920593130256903 0.010794068697430992
41 8 10 0.32097023856586065 0.07902976143413937
42 3 10 0.3936064340524379 0.00639356594756213
42 7 8 0.39059953661206764 0.009400463387932378
42 8 10 0.31827943291419536 0.08172056708580466
43 3 10 0.3994759207619463 5.240792380536985E-4
43 7 8 0.39399906729041323 0.006000932709586793
43 8 10 0.31762871358387873 0.08237128641612129
44 7 8 0.3978140545747272 0.0021859454252728394
44 8 10 0.31724708757962966 0.08275291242037036
45 6 7 0.3963206465481156 0.003679353451884415
45 8 10 0.3168522124042088 0.08314778759579122
46 6 7 0.3925182907692675 0.007481709230732547
46 8 10 0.3176611707264486 0.0823388292735514
47 6 7 0.3889635734990731 0.0110364265009269
47 8 10 0.31912070951859234 0.08087929048140768
48 6 7 0.38583966902053496 0.014160330979465063
48 8 10 0.3201449738090425 0.07985502619095752
49 6 7 0.38337891857499995 0.016621081425000073
49 8 10 0.3200362526011485 0.07996374739885154
50 3 5 0.39142423185223996 0.008575768147760066
50 6 7 0.38154764958236936 0.01845235041763066
50 8 10 0.3217577408124751 0.07824225918752492
51 3 5 0.38277603952763406 0.017223960472365962
51 6 7 0.38132770346418987 0.01867229653581015
51 8 10 0.3220428129018959 0.07795718709810412
52 3 5 0.3758492907506317 0.024150709249368296
52 6 7 0.38402320725798617 0.015976792742013857
52 8 10 0.32332848192532293 0.07667151807467709
53 1 4 0.3975819562889961 0.0024180437110039033
53 3 5 0.3706469149709602 0.029353085029039827
53 6 7 0.3914630285635692 0.00853697143643084
53 8 10 0.3241145603087436 0.07588543969125644
54 1 4 0.3925911054611656 0.007408894538834421
54 3 5 0.3669238362957957 0.0330761637042043
54 8 10 0.3257790319818892 0.07422096801811084
55 1 4 0.38690054681802644 0.013099453181973586
55 3 5 0.36449945245722715 0.035500547542772876
55 8 10 0.32723917699187643 0.07276082300812359
56 1 4 0.38066421213021545 0.01933578786978457
56 3 5 0.363176621300817 0.03682337869918301
56 8 10 0.32951575904384006 0.07048424095615996
57 1 4 0.37416031003823697 0.025839689961763057
57 3 5 0.36280423978334986 0.037195760216650164
57 8 10 0.3307183237763993 0.06928167622360071
58 1 4 0.36763892255461583 0.03236107744538419
58 3 5 0.3632587581423101 0.0367412418576899
58 8 10 0.3325884134693229 0.06741158653067714
59 1 4 0.3612493415539278 0.03875065844607223
59 3 5 0.36443467876018176 0.03556532123981826
59 8 10 0.3348192464522459 0.0651807535477541
60 1 4 0.35500070621911933 0.04499929378088069
60 3 5 0.3663358401477999 0.033664159852200115
60 8 10 0.33664976588892565 0.06335023411107438
61 1 4 0.3488495400845121 0.051150459915487945
61 3 5 0.3689070853356656 0.031092914664334448
61 8 10 0.33765377431294163 0.06234622568705839
62 1 4 0.34273481635261643 0.05726518364738359
62 3 5 0.3720676222667947 0.027932377733205338
62 8 10 0.33893261877325 0.06106738122675004
63 1 4 0.3365803142703872 0.06341968572961282
63 3 5 0.37565617392665335 0.024343826073346675
