timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
16 33 52 0.3976155169465314 0.0023844830534686112
19 1 94 0.3960677812531664 0.003932218746833638
30 21 27 0.3949055414022227 0.005094458597777296
35 23 58 0.39368220316001096 0.006317796839989065
44 29 92 0.3967478462851345 0.0032521537148655355
45 1 97 0.3986507223273255 0.0013492776726745093
49 26 63 0.39751877690244064 0.002481223097559382
52 65 84 0.392257111211867 0.007742888788133007
55 23 89 0.39951111020354924 4.888897964507866E-4
61 9 82 0.3948404891443192 0.005159510855680838
73 2 3 0.39131040590879945 0.00868959409120057
77 80 81 0.395420848907409 0.0045791510925910495
78 60 74 0.39528235790596106 0.004717642094038965
96 55 77 0.39395315432174094 0.006046845678259083
97 55 77 0.39395315432174094 0.006046845678259083
109 29 66 0.39959825129303495 4.0174870696507714E-4
110 29 66 0.39959825129303495 4.0174870696507714E-4
116 35 89 0.3999575361030859 4.246389691414665E-5
125 9 65 0.39623666415847464 0.0037633358415253837
142 50 61 0.3900884407929207 0.009911559207079312
148 3 68 0.3988160484424378 0.001183951557562235
161 40 93 0.3934452535048419 0.006554746495158137
162 40 93 0.3934452535048419 0.006554746495158137
166 55 56 0.39926617298366307 7.33827016336952E-4
167 7 53 0.3963732579594098 0.003626742040590214
172 74 87 0.3973827562345779 0.002617243765422106
180 37 82 0.3889249673870785 0.011075032612921532
181 37 82 0.3889249673870785 0.011075032612921532
251 22 57 0.3948621574520842 0.005137842547915827
306 48 91 0.3978525323393958 0.0021474676606041965
326 42 89 0.3933180218985668 0.006681978101433228
360 4 61 0.3924574718132829 0.0075425281867171345
369 61 82 0.3952577215574222 0.004742278442577796
374 58 93 0.3897336704630919 0.010266329536908148
391 19 68 0.3938844664752653 0.0061155335247347065
392 19 68 0.3938844664752653 0.0061155335247347065
397 16 34 0.3897490611549201 0.010250938845079938
417 11 67 0.39352922768354326 0.006470772316456763
419 34 83 0.3879239181219718 0.012076081878028222
456 13 78 0.391752682814544 0.008247317185456016
456 20 25 0.399589700490797 4.1029950920301594E-4
502 58 83 0.395529959607147 0.004470040392853036
510 25 32 0.39784921270525786 0.0021507872947421625
516 8 65 0.39423072422471733 0.0057692757752826895
518 65 75 0.3915827954316441 0.00841720456835593
587 12 23 0.3926228795816713 0.00737712041832872
588 12 40 0.39866774834419516 0.0013322516558048614
602 9 68 0.3922492279719609 0.0077507720280391434
606 56 73 0.3921845185860832 0.007815481413916803
613 12 95 0.3934032257149553 0.0065967742850447375
634 28 62 0.39347118308072043 0.00652881691927959
666 54 65 0.39939179030399186 6.082096960081662E-4
669 21 80 0.3984183697191219 0.001581630280878099
670 14 68 0.3984758469695587 0.0015241530304413442
672 56 59 0.3898294756262424 0.010170524373757595
688 67 87 0.39686614977481494 0.0031338502251850864
689 67 87 0.39686614977481494 0.0031338502251850864
751 1 27 0.38999501175200313 0.010004988247996893
755 77 80 0.3957568868550507 0.004243113144949295
759 20 48 0.3912108100168037 0.008789189983196333
774 12 83 0.3923990236218621 0.007600976378137947
817 41 93 0.39624870189378375 0.003751298106216272
829 3 91 0.3933943402309916 0.0066056597690083985
831 20 54 0.3921671392358249 0.007832860764175109
877 58 65 0.38955642560152703 0.010443574398472988
901 54 86 0.3986304634992022 0.0013695365007977967
902 54 86 0.3986304634992022 0.0013695365007977967
913 73 91 0.3974468958024361 0.002553104197563938
928 83 84 0.393482281552557 0.006517718447443033
949 48 93 0.3956300920679121 0.004369907932087913
952 15 30 0.3939903673566752 0.006009632643324825
953 26 48 0.3992189857276694 7.810142723306268E-4
953 58 99 0.39524932870099005 0.0047506712990099675
981 1 80 0.39664493472930623 0.003355065270693791
999 73 87 0.39650082483784527 0.003499175162154755
1054 35 47 0.3949990313896514 0.0050009686103485995
1055 35 47 0.3949990313896514 0.0050009686103485995
1066 5 41 0.3980598602407711 0.0019401397592289094
1080 15 68 0.3900310272193733 0.009968972780626695
1082 30 64 0.38949914683098485 0.010500853169015167
1099 52 88 0.391491658219745 0.008508341780255002
1105 20 56 0.3900028038105775 0.00999719618942252
1112 84 97 0.39247324139259787 0.007526758607402151
1130 79 94 0.3901748616892735 0.009825138310726511
1149 49 65 0.3994103428407163 5.896571592837185E-4
1152 58 62 0.39166857696211155 0.008331423037888475
1171 18 93 0.3919567231960665 0.008043276803933519
1172 18 93 0.3919567231960665 0.008043276803933519
1173 66 96 0.39090799702475504 0.009092002975244984
1175 54 86 0.3967859445486195 0.0032140554513805375
1192 18 92 0.39807864483927596 0.0019213551607240587
1205 71 75 0.392299395324846 0.0077006046751540436
1249 63 91 0.389908937017118 0.010091062982882038
1250 63 91 0.389908937017118 0.010091062982882038
1251 1 42 0.39003573145235054 0.00996426854764948
1260 43 87 0.39776224266422594 0.002237757335774082
1271 83 98 0.3933991267589499 0.006600873241050131
1277 53 98 0.3941011783978018 0.005898821602198234
1285 12 63 0.39852377095848623 0.001476229041513788
1287 23 82 0.3975865317896327 0.002413468210367309
1331 3 60 0.3944218056004889 0.005578194399511127
1355 2 69 0.3963285669020026 0.003671433097997445
1374 13 58 0.3973699840167816 0.0026300159832184367
1383 18 75 0.395657875299684 0.00434212470031603
1387 17 28 0.39527200361560944 0.004727996384390587
1418 46 80 0.39674032606538373 0.0032596739346162917
1430 26 91 0.39018769760209215 0.009812302397907868
1431 26 91 0.39018769760209215 0.009812302397907868
1450 13 33 0.3999811349594271 1.886504057291294E-5
1453 81 86 0.3904935642831658 0.009506435716834238
1461 46 75 0.39115778377536425 0.008842216224635768
1477 9 16 0.3993711869314656 6.288130685344062E-4
1497 35 38 0.39832003195536847 0.0016799680446315524
1499 36 71 0.38944752828037144 0.010552471719628587
1507 30 45 0.3909310289715304 0.009068971028469597
1522 7 66 0.39107673266482673 0.00892326733517329
1537 50 89 0.39968093563858437 3.190643614156552E-4
1538 50 89 0.39968093563858437 3.190643614156552E-4
1553 81 88 0.3959563208395351 0.004043679160464941
1639 20 87 0.3921457519435322 0.007854248056467839
1645 50 81 0.39769161429405236 0.0023083857059476576
1648 35 52 0.3997725703607579 2.274296392421049E-4
1663 22 93 0.398874321443509 0.0011256785564910388
1677 19 21 0.3918620953945321 0.008137904605467927
1688 45 89 0.39926128571936836 7.387142806316582E-4
1704 48 49 0.3957730662233346 0.0042269337766654425
1705 26 70 0.39164014703984323 0.008359852960156788
1711 20 58 0.3960747116490777 0.003925288350922318
1712 20 58 0.3960747116490777 0.003925288350922318
1713 87 95 0.3918255076220638 0.008174492377936216
1716 34 95 0.39346683001570576 0.0065331699842942625
1717 34 95 0.39346683001570576 0.0065331699842942625
1744 49 77 0.3966112189536764 0.003388781046323619
1751 30 54 0.39117590076336956 0.008824099236630467
1754 21 56 0.3958709271070891 0.004129072892910923
1758 56 97 0.3979668272020463 0.0020331727979537306
1759 19 65 0.3909058020808791 0.009094197919120917
1763 30 35 0.3954863816503163 0.0045136183496837234
1816 34 67 0.3929119219804947 0.0070880780195053394
1861 5 62 0.3929206637179774 0.007079336282022619
1870 26 29 0.39297319636394595 0.007026803636054069
1877 44 45 0.39356639494795465 0.006433605052045377
1882 15 78 0.39160486930588867 0.008395130694111352
1932 64 72 0.38925011465607773 0.010749885343922294
1933 64 72 0.38925011465607773 0.010749885343922294
1972 1 80 0.3964516574154907 0.003548342584509312
1972 58 66 0.39876715869186824 0.0012328413081317824
1972 68 86 0.39974443243648133 2.5556756351868826E-4
1973 48 86 0.39959072128831713 4.092787116828922E-4
1981 56 70 0.3916075809778181 0.008392419022181907
2035 40 51 0.3967286282326011 0.003271371767398945
2054 39 43 0.3955316107244212 0.004468389275578799
2055 39 43 0.3955316107244212 0.004468389275578799
2060 70 100 0.3918686662864397 0.00813133371356034
2061 70 100 0.3918686662864397 0.00813133371356034
2105 26 54 0.39320923431131966 0.006790765688680367
2122 61 78 0.3989462434970274 0.0010537565029726248
2125 19 71 0.39283115376761296 0.0071688462323870605
2136 4 98 0.3973714574072652 0.002628542592734817
2141 34 52 0.39399031416281377 0.006009685837186252
2144 23 99 0.39436996379275885 0.005630036207241174
2157 13 79 0.3963086728930605 0.003691327106939535
2162 9 45 0.3978784747557447 0.0021215252442552957
2163 9 45 0.3978784747557447 0.0021215252442552957
